District	Assembly_Id	Assembly_Name	Parliamentary_Name	Development_Parameter	Development_Parameter_Score
PATNA	182	BANKIPUR	PATNA SAHIB	EDUCATION	5
PATNA	182	BANKIPUR	PATNA SAHIB	EMPLOYMENT GROWTH	1
PATNA	182	BANKIPUR	PATNA SAHIB	PUBLIC TRANSPORT	5
PATNA	182	BANKIPUR	PATNA SAHIB	LAW & ORDER	6
PATNA	182	BANKIPUR	PATNA SAHIB	CASTE POLARISTION	7
PATNA	182	BANKIPUR	PATNA SAHIB	COMMUNAL POLARISATION	4
PATNA	182	BANKIPUR	PATNA SAHIB	COMMUNAL POLARISATION	5
PATNA	183	KUMHRAR	PATNA SAHIB	ELECTRICITY	5
PATNA	183	KUMHRAR	PATNA SAHIB	WATER	3
PATNA	183	KUMHRAR	PATNA SAHIB	ROAD	5
PATNA	183	KUMHRAR	PATNA SAHIB	HEALTH SERVICES	5
PATNA	183	KUMHRAR	PATNA SAHIB	EDUCATION	5
PATNA	183	KUMHRAR	PATNA SAHIB	EMPLOYMENT GROWTH	1
PATNA	183	KUMHRAR	PATNA SAHIB	PUBLIC TRANSPORT	5
PATNA	183	KUMHRAR	PATNA SAHIB	LAW & ORDER	4
PATNA	183	KUMHRAR	PATNA SAHIB	CASTE POLARISTION	7
PATNA	183	KUMHRAR	PATNA SAHIB	COMMUNAL POLARISATION	4
PATNA	183	KUMHRAR	PATNA SAHIB	COMMUNAL POLARISATION	5
PATNA	184	PATNA SAHIB	PATNA SAHIB	ELECTRICITY	8
PATNA	184	PATNA SAHIB	PATNA SAHIB	WATER	4
PATNA	184	PATNA SAHIB	PATNA SAHIB	ROAD	8
PATNA	184	PATNA SAHIB	PATNA SAHIB	HEALTH SERVICES	7
PATNA	184	PATNA SAHIB	PATNA SAHIB	EDUCATION	6
PATNA	184	PATNA SAHIB	PATNA SAHIB	EMPLOYMENT GROWTH	1
PATNA	184	PATNA SAHIB	PATNA SAHIB	PUBLIC TRANSPORT	5
PATNA	184	PATNA SAHIB	PATNA SAHIB	LAW & ORDER	6
PATNA	184	PATNA SAHIB	PATNA SAHIB	CASTE POLARISTION	8
PATNA	184	PATNA SAHIB	PATNA SAHIB	COMMUNAL POLARISATION	6
PATNA	184	PATNA SAHIB	PATNA SAHIB	COMMUNAL POLARISATION	6
PATNA	185	FATUHA	PATNA SAHIB	ELECTRICITY	5
PATNA	185	FATUHA	PATNA SAHIB	WATER	3
PATNA	185	FATUHA	PATNA SAHIB	ROAD	5
PATNA	185	FATUHA	PATNA SAHIB	HEALTH SERVICES	5
PATNA	185	FATUHA	PATNA SAHIB	EDUCATION	5
PATNA	185	FATUHA	PATNA SAHIB	EMPLOYMENT GROWTH	1
PATNA	185	FATUHA	PATNA SAHIB	PUBLIC TRANSPORT	5
PATNA	185	FATUHA	PATNA SAHIB	LAW & ORDER	4
PATNA	185	FATUHA	PATNA SAHIB	CASTE POLARISTION	7
PATNA	185	FATUHA	PATNA SAHIB	COMMUNAL POLARISATION	4
PATNA	185	FATUHA	PATNA SAHIB	COMMUNAL POLARISATION	5
PATNA	186	DANAPUR	PATALIPUTRA	ELECTRICITY	8
PATNA	186	DANAPUR	PATALIPUTRA	WATER	5
PATNA	186	DANAPUR	PATALIPUTRA	ROAD	8
PATNA	186	DANAPUR	PATALIPUTRA	HEALTH SERVICES	6
PATNA	186	DANAPUR	PATALIPUTRA	EDUCATION	5
PATNA	186	DANAPUR	PATALIPUTRA	EMPLOYMENT GROWTH	1
PATNA	186	DANAPUR	PATALIPUTRA	PUBLIC TRANSPORT	5
PATNA	186	DANAPUR	PATALIPUTRA	LAW & ORDER	6
PATNA	186	DANAPUR	PATALIPUTRA	CASTE POLARISTION	7
PATNA	186	DANAPUR	PATALIPUTRA	COMMUNAL POLARISATION	6
PATNA	186	DANAPUR	PATALIPUTRA	COMMUNAL POLARISATION	6
PATNA	187	MANER	PATALIPUTRA	ELECTRICITY	7
PATNA	187	MANER	PATALIPUTRA	WATER	6
PATNA	187	MANER	PATALIPUTRA	ROAD	6
PATNA	187	MANER	PATALIPUTRA	HEALTH SERVICES	5
PATNA	187	MANER	PATALIPUTRA	EDUCATION	5
PATNA	187	MANER	PATALIPUTRA	EMPLOYMENT GROWTH	1
PATNA	187	MANER	PATALIPUTRA	PUBLIC TRANSPORT	5
PATNA	187	MANER	PATALIPUTRA	LAW & ORDER	6
PATNA	187	MANER	PATALIPUTRA	CASTE POLARISTION	8
PATNA	187	MANER	PATALIPUTRA	COMMUNAL POLARISATION	7
PATNA	187	MANER	PATALIPUTRA	COMMUNAL POLARISATION	6
PATNA	188	PHULWARI	PATALIPUTRA	ELECTRICITY	8
PATNA	188	PHULWARI	PATALIPUTRA	WATER	3
PATNA	188	PHULWARI	PATALIPUTRA	ROAD	5
PATNA	188	PHULWARI	PATALIPUTRA	HEALTH SERVICES	5
PATNA	188	PHULWARI	PATALIPUTRA	EDUCATION	5
PATNA	188	PHULWARI	PATALIPUTRA	EMPLOYMENT GROWTH	1
PATNA	188	PHULWARI	PATALIPUTRA	PUBLIC TRANSPORT	5
PATNA	188	PHULWARI	PATALIPUTRA	LAW & ORDER	6
PATNA	188	PHULWARI	PATALIPUTRA	CASTE POLARISTION	8
PATNA	188	PHULWARI	PATALIPUTRA	COMMUNAL POLARISATION	7
PATNA	188	PHULWARI	PATALIPUTRA	COMMUNAL POLARISATION	6
PATNA	189	MASAURHI	PATALIPUTRA	ELECTRICITY	4
PATNA	189	MASAURHI	PATALIPUTRA	WATER	5
PATNA	189	MASAURHI	PATALIPUTRA	ROAD	6
PATNA	189	MASAURHI	PATALIPUTRA	HEALTH SERVICES	5
PATNA	189	MASAURHI	PATALIPUTRA	EDUCATION	5
PATNA	189	MASAURHI	PATALIPUTRA	EMPLOYMENT GROWTH	5
PATNA	189	MASAURHI	PATALIPUTRA	PUBLIC TRANSPORT	5
PATNA	189	MASAURHI	PATALIPUTRA	LAW & ORDER	5
PATNA	189	MASAURHI	PATALIPUTRA	CASTE POLARISTION	8
PATNA	189	MASAURHI	PATALIPUTRA	COMMUNAL POLARISATION	7
PATNA	189	MASAURHI	PATALIPUTRA	COMMUNAL POLARISATION	6
PATNA	190	PALIGANJ	PATALIPUTRA	ELECTRICITY	4
PATNA	190	PALIGANJ	PATALIPUTRA	WATER	4
PATNA	190	PALIGANJ	PATALIPUTRA	ROAD	5
PATNA	190	PALIGANJ	PATALIPUTRA	HEALTH SERVICES	5
PATNA	190	PALIGANJ	PATALIPUTRA	EDUCATION	5
PATNA	190	PALIGANJ	PATALIPUTRA	EMPLOYMENT GROWTH	1
PATNA	190	PALIGANJ	PATALIPUTRA	PUBLIC TRANSPORT	4
PATNA	190	PALIGANJ	PATALIPUTRA	LAW & ORDER	5
PATNA	190	PALIGANJ	PATALIPUTRA	CASTE POLARISTION	7
PATNA	190	PALIGANJ	PATALIPUTRA	COMMUNAL POLARISATION	5
PATNA	190	PALIGANJ	PATALIPUTRA	COMMUNAL POLARISATION	5
PATNA	190	PALIGANJ	PATALIPUTRA	ELECTRICITY	5
PATNA	190	PALIGANJ	PATALIPUTRA	WATER	3
PATNA	190	PALIGANJ	PATALIPUTRA	ROAD	6
PATNA	190	PALIGANJ	PATALIPUTRA	HEALTH SERVICES	5
PATNA	190	PALIGANJ	PATALIPUTRA	EDUCATION	5
PATNA	190	PALIGANJ	PATALIPUTRA	EMPLOYMENT GROWTH	1
PATNA	190	PALIGANJ	PATALIPUTRA	PUBLIC TRANSPORT	5
PATNA	190	PALIGANJ	PATALIPUTRA	LAW & ORDER	6
PATNA	190	PALIGANJ	PATALIPUTRA	CASTE POLARISTION	8
PATNA	190	PALIGANJ	PATALIPUTRA	COMMUNAL POLARISATION	5
PATNA	190	PALIGANJ	PATALIPUTRA	COMMUNAL POLARISATION	5
