"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"
"371"	"218"	""	"798"	""	""	"2"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"800"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"800"	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"219"	""	"214"	""	""	"5"	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"193"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"2"	""	""	""	""	""	"15"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"433"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"433"	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"220"	""	"242"	""	""	"5"	""	""	""	""	"0"	""	""	""	""	""	"2"	""	""	""	""	"146"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	"22"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"422"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"422"	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"221"	""	"17"	""	""	"7"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"295"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"325"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"325"	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"222"	""	"544"	""	""	"50"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"9"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"17"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"625"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"625"	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"223"	""	"751"	""	""	"2"	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	"26"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"790"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"790"	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"224"	""	"503"	""	""	"4"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"509"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"509"	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"Total"	""	"5637"	""	""	"1017"	""	""	""	""	"20"	""	""	""	""	""	"81"	""	""	""	""	"829"	""	""	""	""	""	"25"	""	""	""	""	""	""	""	"8"	""	""	""	""	""	""	"15"	""	""	""	""	""	"237"	""	""	""	""	""	""	""	"44"	""	""	""	""	""	""	"60"	""	""	""	""	""	""	"34"	""	""	""	""	""	""	""	"8007"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"8007"	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"Sl. No."	""	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL"	""	""	""	""	""	"No. of"	""	""	""	""	""	""	""	"Total no."	""	""	""	""	""	"Total No."	""	""	""	""	""	""	""
"380"	"of"	""	"AJAY PASWAN"	""	""	"JITAN  RAM MANJHI"	""	""	""	""	"VIJAY PRASAD"	""	""	""	""	""	"RAJENDRA RAJVANSHI"	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	""	""	"CHANDRA MANJHI"	""	""	""	""	""	""	""	"DHANANJAY PASWAN"	""	""	""	""	""	"NARESH RAM"	""	""	""	""	""	""	"RAJKUMAR MANJHI"	""	""	""	""	""	""	""	"RAM AADHAR CHAUDHARY"	""	""	""	""	""	"RAM NARESH PRASAD"	""	""	""	""	""	""	"SHIV SHANKAR PRASAD"	""	""	""	""	""	""	""	"No. of"	""	""	""	""	""	"rejected"	""	""	""	""	""	""	""	"of votes"	""	""	""	""	""	"of"	""	""	""	""	""	""	""
"381"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"valid votes"	""	""	""	""	""	"votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	"tendered"	""	""	""	""	""	""	""
"382"	"Station"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"	""	""	""	""	""	""	""
"383"	"1"	""	"2"	""	""	"3"	""	""	""	""	"4"	""	""	""	""	""	"5"	""	""	""	""	"6"	""	""	""	""	""	"7"	""	""	""	""	""	""	""	"8"	""	""	""	""	""	"9"	""	""	""	""	""	""	"10"	""	""	""	""	""	""	""	"11"	""	""	""	""	""	"12"	""	""	""	""	""	""	"13"	""	""	""	""	""	""	""	"14"	""	""	""	""	""	"15"	""	""	""	""	""	""	""	"16"	""	""	""	""	""	"17"	""	""	""	""	""	""	""
"384"	"225"	""	"28"	""	""	"129"	""	""	""	""	"7"	""	""	""	""	""	"4"	""	""	""	""	"20"	""	""	""	""	""	"12"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	"2"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"6"	""	""	""	""	""	"7"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"221"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"221"	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"226"	""	"265"	""	""	"61"	""	""	""	""	"4"	""	""	""	""	""	"3"	""	""	""	""	"27"	""	""	""	""	""	"4"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"2"	""	""	""	""	""	""	"111"	""	""	""	""	""	""	""	"18"	""	""	""	""	""	"2"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"503"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"503"	""	""	""	""	""	""	""	""	""	""	""	""	""
"386"	"227"	""	"126"	""	""	"37"	""	""	""	""	"2"	""	""	""	""	""	"2"	""	""	""	""	"60"	""	""	""	""	""	"4"	""	""	""	""	""	""	""	"4"	""	""	""	""	""	"2"	""	""	""	""	""	""	"96"	""	""	""	""	""	""	""	"17"	""	""	""	""	""	"1"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"354"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"354"	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"228"	""	"211"	""	""	"6"	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	"73"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"66"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"361"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"361"	""	""	""	""	""	""	""	""	""	""	""	""	""
"388"	"229"	""	"58"	""	""	"56"	""	""	""	""	"6"	""	""	""	""	""	"6"	""	""	""	""	"22"	""	""	""	""	""	"7"	""	""	""	""	""	""	""	"7"	""	""	""	""	""	"8"	""	""	""	""	""	""	"35"	""	""	""	""	""	""	""	"10"	""	""	""	""	""	"13"	""	""	""	""	""	""	"27"	""	""	""	""	""	""	""	"255"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"255"	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"230"	""	"22"	""	""	"46"	""	""	""	""	"3"	""	""	""	""	""	"4"	""	""	""	""	"149"	""	""	""	""	""	"17"	""	""	""	""	""	""	""	"6"	""	""	""	""	""	"10"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"9"	""	""	""	""	""	"2"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	""	"274"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"274"	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"231"	""	"17"	""	""	"158"	""	""	""	""	"11"	""	""	""	""	""	"8"	""	""	""	""	"168"	""	""	""	""	""	"7"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	""	"7"	""	""	""	""	""	""	""	"4"	""	""	""	""	""	"2"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"387"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"387"	""	""	""	""	""	""	""	""	""	""	""	""	""
"391"	"232"	""	"13"	""	""	"13"	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"377"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"408"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"408"	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"233"	""	"68"	""	""	"25"	""	""	""	""	"6"	""	""	""	""	""	"7"	""	""	""	""	"84"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	"2"	""	""	""	""	""	""	"11"	""	""	""	""	""	""	""	"4"	""	""	""	""	""	"1"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"213"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"213"	""	""	""	""	""	""	""	""	""	""	""	""	""
"393"	"234"	""	"148"	""	""	"1"	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	"46"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"200"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"200"	""	""	""	""	""	""	""	""	""	""	""	""	""
"394"	"235"	""	"42"	""	""	"21"	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	"84"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"1"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	"3"	""	""	""	""	""	""	"12"	""	""	""	""	""	""	""	"173"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"173"	""	""	""	""	""	""	""	""	""	""	""	""	""
"395"	"236"	""	"31"	""	""	"16"	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	"137"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"2"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"198"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"198"	""	""	""	""	""	""	""	""	""	""	""	""	""
"396"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"397"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"398"	"Total"	""	"1029"	""	""	"569"	""	""	""	""	"43"	""	""	""	""	""	"37"	""	""	""	""	"1247"	""	""	""	""	""	"57"	""	""	""	""	""	""	""	"28"	""	""	""	""	""	"31"	""	""	""	""	""	""	"337"	""	""	""	""	""	""	""	"77"	""	""	""	""	""	"35"	""	""	""	""	""	""	"57"	""	""	""	""	""	""	""	"3547"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"3547"	""	""	""	""	""	""	""	""	""	""	""	""	""
"399"	"(FORM 20)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"400"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"401"	"Election to the Bihar Legislative Assembly from the 237-Fatehpur (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"402"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"403"	"Round"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL"	""	""	""	""	""	"No. of"	""	""	""	""	""	"Total no."	""	""	""	""	""	""	""	"Total"	""	""	""	""	""	""	""	""	""	""	""
"404"	"No."	"AJAY PASWAN"	""	""	"JITAN  RAM MANJHI"	""	""	""	""	"VIJAY PRASAD"	""	""	""	""	"RAJENDRA RAJVANSHI"	""	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	""	"CHANDRA MANJHI"	""	""	""	""	""	""	""	"DHANANJAY PASWAN"	""	""	""	""	""	"NARESH RAM"	""	""	""	""	""	""	"RAJKUMAR MANJHI"	""	""	""	""	""	""	"RAM AADHAR CHAUDHARY"	""	""	""	""	""	""	"RAM NARESH PRASAD"	""	""	""	""	""	"SHIV SHANKAR PRASAD"	""	""	""	""	""	""	"No. of"	""	""	""	""	""	"rejected"	""	""	""	""	""	"of votes"	""	""	""	""	""	""	""	"No. of"	""	""	""	""	""	""	""	""	""	""	""
"405"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"valid"	""	""	""	""	""	"votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	"tendered"	""	""	""	""	""	""	""	""	""	""	""
"406"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"	""	""	""	""	""	""	""	""	""	""	""
"407"	"1"	"2"	""	""	"3"	""	""	""	""	"4"	""	""	""	""	"5"	""	""	""	""	""	"6"	""	""	""	""	"7"	""	""	""	""	""	""	""	"8"	""	""	""	""	""	"9"	""	""	""	""	""	""	"10"	""	""	""	""	""	""	"11"	""	""	""	""	""	""	"12"	""	""	""	""	""	"13"	""	""	""	""	""	""	"14"	""	""	""	""	""	"15"	""	""	""	""	""	"16"	""	""	""	""	""	""	""	"17"	""	""	""	""	""	""	""	""	""	""	""
"408"	"1"	"1639"	""	""	"1784"	""	""	""	""	"56"	""	""	""	""	"16"	""	""	""	""	""	"1339"	""	""	""	""	"44"	""	""	""	""	""	""	""	"15"	""	""	""	""	""	"23"	""	""	""	""	""	""	"120"	""	""	""	""	""	""	"40"	""	""	""	""	""	""	"20"	""	""	""	""	""	"20"	""	""	""	""	""	""	"5116"	""	""	""	""	""	"0"	""	""	""	""	""	"5116"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"409"	"2"	"1713"	""	""	"2183"	""	""	""	""	"143"	""	""	""	""	"47"	""	""	""	""	""	"2739"	""	""	""	""	"70"	""	""	""	""	""	""	""	"26"	""	""	""	""	""	"61"	""	""	""	""	""	""	"22"	""	""	""	""	""	""	"40"	""	""	""	""	""	""	"54"	""	""	""	""	""	"143"	""	""	""	""	""	""	"7241"	""	""	""	""	""	"0"	""	""	""	""	""	"7241"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"410"	"3"	"1377"	""	""	"1668"	""	""	""	""	"25"	""	""	""	""	"60"	""	""	""	""	""	"921"	""	""	""	""	"249"	""	""	""	""	""	""	""	"18"	""	""	""	""	""	"59"	""	""	""	""	""	""	"29"	""	""	""	""	""	""	"29"	""	""	""	""	""	""	"50"	""	""	""	""	""	"190"	""	""	""	""	""	""	"4675"	""	""	""	""	""	"0"	""	""	""	""	""	"4675"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"411"	"4"	"2547"	""	""	"1711"	""	""	""	""	"42"	""	""	""	""	"18"	""	""	""	""	""	"1369"	""	""	""	""	"65"	""	""	""	""	""	""	""	"19"	""	""	""	""	""	"32"	""	""	""	""	""	""	"45"	""	""	""	""	""	""	"50"	""	""	""	""	""	""	"18"	""	""	""	""	""	"116"	""	""	""	""	""	""	"6032"	""	""	""	""	""	"0"	""	""	""	""	""	"6032"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"412"	"5"	"1785"	""	""	"1805"	""	""	""	""	"65"	""	""	""	""	"28"	""	""	""	""	""	"2428"	""	""	""	""	"70"	""	""	""	""	""	""	""	"19"	""	""	""	""	""	"55"	""	""	""	""	""	""	"187"	""	""	""	""	""	""	"65"	""	""	""	""	""	""	"120"	""	""	""	""	""	"38"	""	""	""	""	""	""	"6665"	""	""	""	""	""	"0"	""	""	""	""	""	"6665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"413"	"6"	"2827"	""	""	"1336"	""	""	""	""	"84"	""	""	""	""	"20"	""	""	""	""	""	"1083"	""	""	""	""	"52"	""	""	""	""	""	""	""	"26"	""	""	""	""	""	"76"	""	""	""	""	""	""	"796"	""	""	""	""	""	""	"334"	""	""	""	""	""	""	"90"	""	""	""	""	""	"62"	""	""	""	""	""	""	"6786"	""	""	""	""	""	"0"	""	""	""	""	""	"6786"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"414"	"7"	"858"	""	""	"2442"	""	""	""	""	"37"	""	""	""	""	"23"	""	""	""	""	""	"1606"	""	""	""	""	"68"	""	""	""	""	""	""	""	"25"	""	""	""	""	""	"58"	""	""	""	""	""	""	"968"	""	""	""	""	""	""	"126"	""	""	""	""	""	""	"58"	""	""	""	""	""	"67"	""	""	""	""	""	""	"6336"	""	""	""	""	""	"0"	""	""	""	""	""	"6336"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"415"	"8"	"1549"	""	""	"697"	""	""	""	""	"27"	""	""	""	""	"22"	""	""	""	""	""	"1188"	""	""	""	""	"36"	""	""	""	""	""	""	""	"23"	""	""	""	""	""	"41"	""	""	""	""	""	""	"1265"	""	""	""	""	""	""	"139"	""	""	""	""	""	""	"55"	""	""	""	""	""	"58"	""	""	""	""	""	""	"5100"	""	""	""	""	""	"0"	""	""	""	""	""	"5100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"416"	"9"	"771"	""	""	"2517"	""	""	""	""	"62"	""	""	""	""	"23"	""	""	""	""	""	"319"	""	""	""	""	"61"	""	""	""	""	""	""	""	"30"	""	""	""	""	""	"47"	""	""	""	""	""	""	"269"	""	""	""	""	""	""	"77"	""	""	""	""	""	""	"60"	""	""	""	""	""	"90"	""	""	""	""	""	""	"4326"	""	""	""	""	""	"0"	""	""	""	""	""	"4326"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"417"	"10"	"1049"	""	""	"247"	""	""	""	""	"40"	""	""	""	""	"52"	""	""	""	""	""	"656"	""	""	""	""	"50"	""	""	""	""	""	""	""	"32"	""	""	""	""	""	"94"	""	""	""	""	""	""	"3898"	""	""	""	""	""	""	"345"	""	""	""	""	""	""	"80"	""	""	""	""	""	"143"	""	""	""	""	""	""	"6686"	""	""	""	""	""	"0"	""	""	""	""	""	"6686"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"418"	"11"	"2407"	""	""	"658"	""	""	""	""	"31"	""	""	""	""	"55"	""	""	""	""	""	"2271"	""	""	""	""	"71"	""	""	""	""	""	""	""	"37"	""	""	""	""	""	"136"	""	""	""	""	""	""	"1064"	""	""	""	""	""	""	"187"	""	""	""	""	""	""	"59"	""	""	""	""	""	"96"	""	""	""	""	""	""	"7072"	""	""	""	""	""	"0"	""	""	""	""	""	"7072"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"419"	"12"	"918"	""	""	"319"	""	""	""	""	"39"	""	""	""	""	"34"	""	""	""	""	""	"6539"	""	""	""	""	"45"	""	""	""	""	""	""	""	"10"	""	""	""	""	""	"63"	""	""	""	""	""	""	"64"	""	""	""	""	""	""	"40"	""	""	""	""	""	""	"45"	""	""	""	""	""	"55"	""	""	""	""	""	""	"8171"	""	""	""	""	""	"0"	""	""	""	""	""	"8171"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"420"	"13"	"2340"	""	""	"851"	""	""	""	""	"41"	""	""	""	""	"27"	""	""	""	""	""	"3080"	""	""	""	""	"57"	""	""	""	""	""	""	""	"21"	""	""	""	""	""	"72"	""	""	""	""	""	""	"146"	""	""	""	""	""	""	"58"	""	""	""	""	""	""	"51"	""	""	""	""	""	"47"	""	""	""	""	""	""	"6791"	""	""	""	""	""	"0"	""	""	""	""	""	"6791"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"421"	"14"	"3584"	""	""	"1812"	""	""	""	""	"85"	""	""	""	""	"16"	""	""	""	""	""	"179"	""	""	""	""	"40"	""	""	""	""	""	""	""	"22"	""	""	""	""	""	"16"	""	""	""	""	""	""	"17"	""	""	""	""	""	""	"16"	""	""	""	""	""	""	"19"	""	""	""	""	""	"59"	""	""	""	""	""	""	"5865"	""	""	""	""	""	"0"	""	""	""	""	""	"5865"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"422"	"15"	"4201"	""	""	"1849"	""	""	""	""	"106"	""	""	""	""	"60"	""	""	""	""	""	"1892"	""	""	""	""	"78"	""	""	""	""	""	""	""	"39"	""	""	""	""	""	"72"	""	""	""	""	""	""	"75"	""	""	""	""	""	""	"33"	""	""	""	""	""	""	"45"	""	""	""	""	""	"63"	""	""	""	""	""	""	"8513"	""	""	""	""	""	"0"	""	""	""	""	""	"8513"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"423"	"16"	"5637"	""	""	"1017"	""	""	""	""	"20"	""	""	""	""	"81"	""	""	""	""	""	"829"	""	""	""	""	"25"	""	""	""	""	""	""	""	"8"	""	""	""	""	""	"15"	""	""	""	""	""	""	"237"	""	""	""	""	""	""	"44"	""	""	""	""	""	""	"60"	""	""	""	""	""	"34"	""	""	""	""	""	""	"8007"	""	""	""	""	""	"0"	""	""	""	""	""	"8007"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
