"FINAL.RESULT.SHEET...See.rule.56.C..2...C...ELECTION.TO.THE.HOUSE.OF.THE.LEGISLATOR.FROM.THE.195.PALIGANJ.ASSEMBLY.CONSTITUNECY.ROUND.1.PART.1..To.be.used.both.for.Parliamentary.and.Assembly.elections..Total.No..of.electors.in.Assembly..Constituency..Segment..."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"
"1"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Serial no. of polling station"	""	""	""	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	""	"RAM RAKSHA PRASAD"	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	"OM PRAKASH CHAUDHARY"	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	""	"No. of rejected votes"	""	""	"Total"	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""	""	""
"431"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"432"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-19
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"433"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"434"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"435"	"Serial no. of polling station"	""	""	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	"RAM RAKSHA PRASAD"	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	""	"DIN NATH YADAV"	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	""	""	"Total"	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""	""
"436"	"238"	""	""	"82"	""	""	""	"153"	""	""	"2"	""	""	""	"14"	""	""	"9"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	""	"8"	""	""	"1"	""	""	""	"2"	""	""	""	"6"	""	""	"281"	""	""	""	""	""	""	""	"281"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"437"	"239"	""	""	"187"	""	""	""	"145"	""	""	"10"	""	""	""	"113"	""	""	"17"	""	""	""	"2"	""	""	"3"	""	""	""	"4"	""	""	""	"5"	""	""	""	"15"	""	""	""	"7"	""	""	"6"	""	""	""	"4"	""	""	""	"10"	""	""	"528"	""	""	""	""	""	""	""	"528"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"438"	"240"	""	""	"224"	""	""	""	"80"	""	""	"4"	""	""	""	"169"	""	""	"38"	""	""	""	"1"	""	""	"3"	""	""	""	"8"	""	""	""	"2"	""	""	""	"19"	""	""	""	"11"	""	""	"10"	""	""	""	"5"	""	""	""	"12"	""	""	"586"	""	""	""	""	""	""	""	"586"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"439"	"241"	""	""	"84"	""	""	""	"152"	""	""	"4"	""	""	""	"87"	""	""	"18"	""	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	""	"2"	""	""	"3"	""	""	""	"3"	""	""	""	"0"	""	""	"358"	""	""	""	""	""	""	""	"358"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"440"	"242"	""	""	"11"	""	""	""	"259"	""	""	"7"	""	""	""	"27"	""	""	"5"	""	""	""	"0"	""	""	"1"	""	""	""	"4"	""	""	""	"3"	""	""	""	"4"	""	""	""	"5"	""	""	"2"	""	""	""	"16"	""	""	""	"21"	""	""	"365"	""	""	""	""	""	""	""	"365"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"441"	"243"	""	""	"124"	""	""	""	"139"	""	""	"14"	""	""	""	"143"	""	""	"25"	""	""	""	"4"	""	""	"1"	""	""	""	"4"	""	""	""	"2"	""	""	""	"7"	""	""	""	"8"	""	""	"7"	""	""	""	"12"	""	""	""	"10"	""	""	"500"	""	""	""	""	""	""	""	"500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"442"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"443"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"444"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"445"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"446"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"448"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"449"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"450"	"Total"	""	""	"712"	""	""	""	"928"	""	""	"41"	""	""	""	"553"	""	""	"112"	""	""	""	"8"	""	""	"10"	""	""	""	"21"	""	""	""	"14"	""	""	""	"48"	""	""	""	"41"	""	""	"29"	""	""	""	"42"	""	""	""	"59"	""	""	"2618"	""	""	""	""	""	""	""	"2618"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""
"451"	"Till last
round"	""	""	"28507"	""	""	""	"24322"	""	""	"1256"	""	""	""	"29565"	""	""	"3837"	""	""	""	"557"	""	""	"444"	""	""	""	"559"	""	""	""	"1203"	""	""	""	"2488"	""	""	""	"1272"	""	""	"774"	""	""	""	"793"	""	""	""	"1621"	""	""	"97198"	""	""	"0"	""	""	""	""	"97198"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""
"452"	"No. of Votes recorded on postal ballot paper"	""	""	"9"	""	""	""	"3"	""	""	"0"	""	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"16"	""	""	"8"	""	""	""	""	"24"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""
"453"	"Grand Total"	""	""	"29228"	""	""	""	"25253"	""	""	"1297"	""	""	""	"30120"	""	""	"3950"	""	""	""	"565"	""	""	"454"	""	""	""	"580"	""	""	""	"1217"	""	""	""	"2536"	""	""	""	"1314"	""	""	"803"	""	""	""	"835"	""	""	""	"1680"	""	""	"99832"	""	""	"8"	""	""	""	""	"99840"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""
"454"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"455"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"456"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
