"X..See.rule.56.C..2...C...ELECTION.TO.THE.HOUSE.OF.THE.LEGISLATOR.FROM.THE.188...PATNA.WEST.ASSEMBLY.CONSTITUNECY.ROUND.1.PART.1..To.be.used.both.for.Parliamentary.and.Assembly.elections..Total.No..of.electors.in.Assembly..Constituency..Segment..."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"	"X..104"	"X..105"	"X..106"	"X..107"	"X..108"	"X..109"	"X..110"	"X..111"	"X..112"	"X..113"	"X..114"	"X..115"	"X..116"	"X..117"	"X..118"	"X..119"	"X..120"	"X..121"	"X..122"	"X..123"	"X..124"	"X..125"	"X..126"	"X..127"	"X..128"	"X..129"	"X..130"	"X..131"	"X..132"	"X..133"	"X..134"
"742"	"Till last round"	""	"-1355"	""	""	""	"-1369"	""	""	""	""	""	"-92956"	""	""	""	""	"-24733"	""	""	""	"-6831"	""	""	""	""	"-500"	""	""	""	""	""	"-406"	""	""	""	""	""	"-454"	""	""	""	""	"-784"	""	""	""	""	"-412"	""	""	""	""	""	""	"-2391"	""	""	""	""	""	"-486"	""	""	""	""	""	""	"-1208"	""	""	""	""	""	""	"-133885"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"-133885"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"743"	"Grand Total"	""	"1431"	""	""	""	"1411"	""	""	""	""	""	"95803"	""	""	""	""	"26251"	""	""	""	"7336"	""	""	""	""	"525"	""	""	""	""	""	"432"	""	""	""	""	""	"474"	""	""	""	""	"809"	""	""	""	""	"437"	""	""	""	""	""	""	"2416"	""	""	""	""	""	"504"	""	""	""	""	""	""	"1267"	""	""	""	""	""	""	"139096"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"139096"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"744"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"745"	"Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"746"	"Returning  Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"747"	"( Signature & Seal)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"748"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 188 - PATNA WEST ASSEMBLY CONSTITUNECY
ROUND-32
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"749"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 188 PATNA WEST"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"750"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	""	""	""	""	"No. of rejected votes"	""	""	""	""	""	""	"Total"	""	""	""	""	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"751"	"Serial no. of polling station"	""	""	""	"Anita Kumari"	""	""	""	""	"Ashok Kumar
Yadav"	""	""	""	""	""	"Navin Kishor Pd.
Sinha"	""	""	""	""	"Rajesh Kumar
Sinha"	""	""	""	""	""	"Satyanand Sharma"	""	""	""	""	""	""	"Vikash Chandra"	""	""	""	""	""	"Shila Devi"	""	""	""	""	""	"ShriKant Singh"	""	""	""	""	""	""	""	"Santosh Kumar"	""	""	""	""	""	"Anil Kumar Sinha"	""	""	""	""	"Kavi Kumar"	""	""	""	""	""	""	"Baidyanath Prasad"	""	""	""	""	""	""	"Suresh Kumar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"752"	"258A"	""	""	""	"11"	""	""	""	""	"16"	""	""	""	""	""	"189"	""	""	""	""	"89"	""	""	""	""	""	"97"	""	""	""	""	""	""	"6"	""	""	""	""	""	"2"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	"2"	""	""	""	""	"3"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"6"	""	""	""	""	""	""	""	""	"426"	""	""	""	""	""	""	""	""	""	""	""	""	""	"426"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"753"	"259"	""	""	""	"17"	""	""	""	""	"6"	""	""	""	""	""	"223"	""	""	""	""	"122"	""	""	""	""	""	"148"	""	""	""	""	""	""	"5"	""	""	""	""	""	"8"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"3"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	""	""	"542"	""	""	""	""	""	""	""	""	""	""	""	""	""	"542"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"754"	"259A"	""	""	""	"2"	""	""	""	""	"3"	""	""	""	""	""	"290"	""	""	""	""	"61"	""	""	""	""	""	"40"	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"3"	""	""	""	""	""	""	"5"	""	""	""	""	""	""	"10"	""	""	""	""	""	""	""	""	"417"	""	""	""	""	""	""	""	""	""	""	""	""	""	"417"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"755"	"260"	""	""	""	"6"	""	""	""	""	"2"	""	""	""	""	""	"166"	""	""	""	""	"248"	""	""	""	""	""	"20"	""	""	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	"5"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"10"	""	""	""	""	""	""	""	""	"464"	""	""	""	""	""	""	""	""	""	""	""	""	""	"464"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"756"	"260A"	""	""	""	"10"	""	""	""	""	"8"	""	""	""	""	""	"164"	""	""	""	""	"77"	""	""	""	""	""	"13"	""	""	""	""	""	""	"1"	""	""	""	""	""	"3"	""	""	""	""	""	"4"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	"1"	""	""	""	""	"3"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	""	""	"291"	""	""	""	""	""	""	""	""	""	""	""	""	""	"291"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"757"	"261"	""	""	""	"10"	""	""	""	""	"7"	""	""	""	""	""	"199"	""	""	""	""	"165"	""	""	""	""	""	"10"	""	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	"5"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"2"	""	""	""	""	"3"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"8"	""	""	""	""	""	""	""	""	"415"	""	""	""	""	""	""	""	""	""	""	""	""	""	"415"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"758"	"261A"	""	""	""	"7"	""	""	""	""	"6"	""	""	""	""	""	"232"	""	""	""	""	"82"	""	""	""	""	""	"12"	""	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	"2"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	"8"	""	""	""	""	""	""	""	""	"359"	""	""	""	""	""	""	""	""	""	""	""	""	""	"359"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"759"	"262"	""	""	""	"4"	""	""	""	""	"0"	""	""	""	""	""	"30"	""	""	""	""	"214"	""	""	""	""	""	"5"	""	""	""	""	""	""	"5"	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"5"	""	""	""	""	""	""	""	""	"268"	""	""	""	""	""	""	""	""	""	""	""	""	""	"268"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"760"	"262A"	""	""	""	"12"	""	""	""	""	"6"	""	""	""	""	""	"18"	""	""	""	""	"151"	""	""	""	""	""	"6"	""	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	"4"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"2"	""	""	""	""	"4"	""	""	""	""	""	""	"5"	""	""	""	""	""	""	"10"	""	""	""	""	""	""	""	""	"223"	""	""	""	""	""	""	""	""	""	""	""	""	""	"223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"761"	"263"	""	""	""	"13"	""	""	""	""	"5"	""	""	""	""	""	"57"	""	""	""	""	"315"	""	""	""	""	""	"12"	""	""	""	""	""	""	"2"	""	""	""	""	""	"3"	""	""	""	""	""	"9"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"7"	""	""	""	""	"4"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"22"	""	""	""	""	""	""	""	""	"455"	""	""	""	""	""	""	""	""	""	""	""	""	""	"455"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"762"	"264"	""	""	""	"3"	""	""	""	""	"0"	""	""	""	""	""	"5"	""	""	""	""	"55"	""	""	""	""	""	"11"	""	""	""	""	""	""	"2"	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	"2"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"10"	""	""	""	""	""	""	""	""	"94"	""	""	""	""	""	""	""	""	""	""	""	""	""	"94"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"763"	"265"	""	""	""	"9"	""	""	""	""	"8"	""	""	""	""	""	"35"	""	""	""	""	"143"	""	""	""	""	""	"3"	""	""	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"2"	""	""	""	""	"2"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"12"	""	""	""	""	""	""	""	""	"224"	""	""	""	""	""	""	""	""	""	""	""	""	""	"224"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"764"	"265A"	""	""	""	"8"	""	""	""	""	"3"	""	""	""	""	""	"52"	""	""	""	""	"61"	""	""	""	""	""	"3"	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"2"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"12"	""	""	""	""	""	""	""	""	"145"	""	""	""	""	""	""	""	""	""	""	""	""	""	"145"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"765"	"266"	""	""	""	"2"	""	""	""	""	"5"	""	""	""	""	""	"53"	""	""	""	""	"221"	""	""	""	""	""	"36"	""	""	""	""	""	""	"4"	""	""	""	""	""	"3"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	"2"	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"6"	""	""	""	""	""	""	""	""	"336"	""	""	""	""	""	""	""	""	""	""	""	""	""	"336"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"766"	"Total"	""	""	""	"114"	""	""	""	""	"75"	""	""	""	""	""	"1713"	""	""	""	""	"2004"	""	""	""	""	""	"416"	""	""	""	""	""	""	"33"	""	""	""	""	""	"26"	""	""	""	""	""	"36"	""	""	""	""	""	""	""	"25"	""	""	""	""	""	"20"	""	""	""	""	"38"	""	""	""	""	""	""	"32"	""	""	""	""	""	""	"127"	""	""	""	""	""	""	""	""	"4659"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"4659"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"767"	"Till last round"	""	""	""	"-1431"	""	""	""	""	"-1411"	""	""	""	""	""	"-95803"	""	""	""	""	"-26251"	""	""	""	""	""	"-7336"	""	""	""	""	""	""	"-525"	""	""	""	""	""	"-432"	""	""	""	""	""	"-474"	""	""	""	""	""	""	""	"-809"	""	""	""	""	""	"-437"	""	""	""	""	"-2416"	""	""	""	""	""	""	"-504"	""	""	""	""	""	""	"-1267"	""	""	""	""	""	""	""	""	"-139096"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"-139096"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"768"	"Grand Total"	""	""	""	"1545"	""	""	""	""	"1486"	""	""	""	""	""	"97516"	""	""	""	""	"28255"	""	""	""	""	""	"7752"	""	""	""	""	""	""	"558"	""	""	""	""	""	"458"	""	""	""	""	""	"510"	""	""	""	""	""	""	""	"834"	""	""	""	""	""	"457"	""	""	""	""	"2454"	""	""	""	""	""	""	"536"	""	""	""	""	""	""	"1394"	""	""	""	""	""	""	""	""	"143755"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"143755"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"769"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"770"	"Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"771"	"Returning  Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"772"	"( Signature & Seal)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"773"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 188 - PATNA WEST ASSEMBLY CONSTITUNECY
ROUND-33
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"774"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 188 PATNA WEST"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"775"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	""	""	"No. of rejected votes"	""	""	""	""	""	""	""	"Total"	""	""	""	""	""	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"776"	"Serial no. of polling station"	""	"Anita Kumari"	""	""	""	"Ashok Kumar
Yadav"	""	""	""	""	""	""	"Navin Kishor Pd.
Sinha"	""	""	""	""	"Rajesh Kumar
Sinha"	""	"Satyanand Sharma"	""	""	""	""	""	"Vikash Chandra"	""	""	""	""	""	"Shila Devi"	""	""	""	""	"ShriKant Singh"	""	""	""	""	"Santosh Kumar"	""	""	""	""	"Anil Kumar Sinha"	""	""	""	""	""	""	"Kavi Kumar"	""	""	""	""	""	"Baidyanath Prasad"	""	""	""	""	"Suresh Kumar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"777"	"267"	""	"2"	""	""	""	"2"	""	""	""	""	""	""	"328"	""	""	""	""	"35"	""	"10"	""	""	""	""	""	"4"	""	""	""	""	""	"2"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"4"	""	""	""	""	""	"1"	""	""	""	""	"4"	""	""	""	""	""	"392"	""	""	""	""	""	""	""	""	""	""	""	""	"392"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"778"	"267A"	""	"1"	""	""	""	"0"	""	""	""	""	""	""	"289"	""	""	""	""	"15"	""	"4"	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"3"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"7"	""	""	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	""	"322"	""	""	""	""	""	""	""	""	""	""	""	""	"322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"779"	"268"	""	"3"	""	""	""	"1"	""	""	""	""	""	""	"319"	""	""	""	""	"36"	""	"3"	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"3"	""	""	""	""	"4"	""	""	""	""	""	""	"2"	""	""	""	""	""	"3"	""	""	""	""	"8"	""	""	""	""	""	"384"	""	""	""	""	""	""	""	""	""	""	""	""	"384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"780"	"268A"	""	"2"	""	""	""	"0"	""	""	""	""	""	""	"252"	""	""	""	""	"16"	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"2"	""	""	""	""	"0"	""	""	""	""	"2"	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	"3"	""	""	""	""	""	"280"	""	""	""	""	""	""	""	""	""	""	""	""	"280"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"781"	"269"	""	"11"	""	""	""	"3"	""	""	""	""	""	""	"326"	""	""	""	""	"53"	""	"40"	""	""	""	""	""	"4"	""	""	""	""	""	"5"	""	""	""	""	"6"	""	""	""	""	"5"	""	""	""	""	"2"	""	""	""	""	""	""	"8"	""	""	""	""	""	"7"	""	""	""	""	"8"	""	""	""	""	""	"478"	""	""	""	""	""	""	""	""	""	""	""	""	"478"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
